Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
JB374002,08/01/2018 06:15:00 AM,073XX S PRINCETON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0731,17,14,1175566,1856207,2018,41.760802298,-87.632103143,"(41.760802298, -87.632103143)"
JB373534,08/01/2018 06:20:00 AM,025XX N WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1431,35,01A,1159933,1916815,2018,41.927452663,-87.687729271,"(41.927452663, -87.687729271)"
JB373989,08/01/2018 06:20:00 AM,0000X S PULASKI RD,0820,THEFT,$500 AND UNDER,STREET,false,false,1122,28,06,1149731,1899625,2018,41.880486258,-87.725665179,"(41.880486258, -87.725665179)"
JB374314,08/01/2018 06:24:00 AM,057XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,POLICE FACILITY/VEH PARKING LOT,false,false,1513,29,14,1138058,1899436,2018,41.880186421,-87.768532463,"(41.880186421, -87.768532463)"
JB375518,08/01/2018 06:30:00 AM,021XX N OAKLEY AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1432,32,05,1160560,1914458,2018,41.920971915,-87.685490733,"(41.920971915, -87.685490733)"
JB374942,08/01/2018 06:30:00 AM,026XX S KOSTNER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1031,22,14,1147487,1886005,2018,41.843154591,-87.734253982,"(41.843154591, -87.734253982)"
JB373999,08/01/2018 06:45:00 AM,001XX E 36TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,0212,3,08B,1177937,1881303,2018,41.829614746,-87.622652971,"(41.829614746, -87.622652971)"
JB373992,08/01/2018 06:51:00 AM,048XX S THROOP ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,0933,20,26,1168480,1872579,2018,41.805884622,-87.657602115,"(41.805884622, -87.657602115)"
JB397130,08/01/2018 07:00:00 AM,021XX W POTOMAC AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1424,32,05,,,2018,,,
JB374998,08/01/2018 07:00:00 AM,037XX W ADDISON ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1732,30,05,1150803,1923674,2018,41.946458055,-87.721098515,"(41.946458055, -87.721098515)"
JB375085,08/01/2018 07:00:00 AM,071XX S PAULINA ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0735,17,05,1166248,1857291,2018,41.763980303,-87.666223292,"(41.763980303, -87.666223292)"
JB374047,08/01/2018 07:00:00 AM,016XX W 80TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0611,21,05,1166657,1851658,2018,41.74851386,-87.664884628,"(41.74851386, -87.664884628)"
JB374188,08/01/2018 07:00:00 AM,003XX S DEARBORN ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,0113,2,06,1175986,1898799,2018,41.87766908,-87.629284766,"(41.87766908, -87.629284766)"
JB373996,08/01/2018 07:00:00 AM,012XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,false,false,1233,2,26,1165916,1894587,2018,41.866331725,-87.666379171,"(41.866331725, -87.666379171)"
JB374005,08/01/2018 07:00:00 AM,019XX S ALBANY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1022,24,14,1155993,1890435,2018,41.855143961,-87.702919418,"(41.855143961, -87.702919418)"
JB374012,08/01/2018 07:19:00 AM,038XX W MAYPOLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,1122,28,14,1150801,1900941,2018,41.884076648,-87.721701774,"(41.884076648, -87.721701774)"
JB375810,08/01/2018 07:30:00 AM,072XX S WHIPPLE ST,0810,THEFT,OVER $500,SPORTS ARENA/STADIUM,false,false,0831,18,06,1157293,1856424,2018,41.761787016,-87.699069109,"(41.761787016, -87.699069109)"
JB375522,08/01/2018 07:30:00 AM,049XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0922,12,06,1161186,1872062,2018,41.80462016,-87.684368169,"(41.80462016, -87.684368169)"
JB374038,08/01/2018 07:30:00 AM,050XX S SEELEY AVE,0460,BATTERY,SIMPLE,STREET,false,false,0931,16,08B,1163540,1871338,2018,41.802584318,-87.675755036,"(41.802584318, -87.675755036)"
JB374041,08/01/2018 07:30:00 AM,055XX W POTOMAC AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2532,37,08B,1139090,1908109,2018,41.903967515,-87.764531903,"(41.903967515, -87.764531903)"
JB374017,08/01/2018 07:30:00 AM,090XX S EXCHANGE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,0423,10,26,1197337,1845603,2018,41.731189425,-87.552665304,"(41.731189425, -87.552665304)"
JB374015,08/01/2018 07:33:00 AM,059XX S STATE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0232,20,26,1177289,1865734,2018,41.78690669,-87.625500912,"(41.78690669, -87.625500912)"
JB375924,08/01/2018 07:40:00 AM,0000X E ADAMS ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,false,false,0113,42,11,1176602,1899471,2018,41.879499198,-87.627002693,"(41.879499198, -87.627002693)"
JB374148,08/01/2018 07:45:00 AM,004XX N HALSTED ST,0460,BATTERY,SIMPLE,STREET,false,false,1214,27,08B,1170958,1903435,2018,41.890502271,-87.647610114,"(41.890502271, -87.647610114)"
JB374020,08/01/2018 07:50:00 AM,004XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,1834,42,06,1177361,1903270,2018,41.889906681,-87.624100509,"(41.889906681, -87.624100509)"
JB382034,08/01/2018 08:00:00 AM,014XX W 73RD PL,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,false,false,0734,17,10,1168020,1856008,2018,41.760421686,-87.659765314,"(41.760421686, -87.659765314)"
JB378521,08/01/2018 08:00:00 AM,060XX S HARPER AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0314,5,06,1187484,1865036,2018,41.784754925,-87.588143196,"(41.784754925, -87.588143196)"
JB377974,08/01/2018 08:00:00 AM,007XX E BOWEN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0214,4,26,1181948,1877641,2018,41.819473958,-87.608050274,"(41.819473958, -87.608050274)"
JB375781,08/01/2018 08:00:00 AM,074XX N GREENVIEW AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,2422,49,06,1164997,1949651,2018,42.01744971,-87.668184343,"(42.01744971, -87.668184343)"
JB375584,08/01/2018 08:00:00 AM,022XX W DIVISION ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1212,32,07,1161104,1907941,2018,41.903077492,-87.683673325,"(41.903077492, -87.683673325)"
JB375233,08/01/2018 08:00:00 AM,083XX S MANISTEE AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,true,0423,7,06,1195946,1850255,2018,41.743989402,-87.557607328,"(41.743989402, -87.557607328)"
JB374532,08/01/2018 08:00:00 AM,018XX W NELSON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1931,32,26,1163426,1920278,2018,41.936882453,-87.674796181,"(41.936882453, -87.674796181)"
JB374107,08/01/2018 08:00:00 AM,022XX E 73RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0333,7,14,1192611,1857002,2018,41.762585576,-87.569607396,"(41.762585576, -87.569607396)"
JB374042,08/01/2018 08:00:00 AM,010XX N RUSH ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,false,false,1824,42,26,1176369,1907302,2018,41.900993132,-87.627621735,"(41.900993132, -87.627621735)"
JB374054,08/01/2018 08:00:00 AM,063XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),false,false,0825,15,14,1161461,1862542,2018,41.778490327,-87.683623452,"(41.778490327, -87.683623452)"
JB374049,08/01/2018 08:13:00 AM,064XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0723,16,08B,1173146,1862149,2018,41.77716164,-87.640797184,"(41.77716164, -87.640797184)"
JB374262,08/01/2018 08:15:00 AM,064XX S HOYNE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,0726,15,26,1163469,1861967,2018,41.776870582,-87.676278078,"(41.776870582, -87.676278078)"
JB374046,08/01/2018 08:17:00 AM,011XX S STATE ST,0460,BATTERY,SIMPLE,CTA PLATFORM,false,false,0123,2,08B,1176517,1895340,2018,41.868165405,-87.62743954,"(41.868165405, -87.62743954)"
JB374059,08/01/2018 08:17:00 AM,009XX N CENTRAL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,false,false,1524,37,04A,1138839,1905921,2018,41.897967942,-87.7655071,"(41.897967942, -87.7655071)"
JB374069,08/01/2018 08:20:00 AM,068XX S CRANDON AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,OTHER,false,false,0331,5,04B,1192504,1860006,2018,41.770831387,-87.569901837,"(41.770831387, -87.569901837)"
JB374057,08/01/2018 08:27:00 AM,065XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0831,15,06,1156172,1861266,2018,41.775096813,-87.703047685,"(41.775096813, -87.703047685)"
JB374043,08/01/2018 08:29:00 AM,017XX S ASHLAND AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,SMALL RETAIL STORE,false,false,1234,25,26,1165997,1891684,2018,41.85836391,-87.666164631,"(41.85836391, -87.666164631)"
JB374053,08/01/2018 08:30:00 AM,017XX S ASHLAND AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,false,false,1234,25,26,1165997,1891684,2018,41.85836391,-87.666164631,"(41.85836391, -87.666164631)"
JB375081,08/01/2018 08:30:00 AM,009XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1933,44,06,1169269,1921430,2018,41.93991842,-87.653288878,"(41.93991842, -87.653288878)"
JB374623,08/01/2018 08:30:00 AM,014XX N PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2534,30,03,1149456,1909188,2018,41.906733474,-87.72642658,"(41.906733474, -87.72642658)"
JB374184,08/01/2018 08:30:00 AM,071XX S STONY ISLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),false,false,0324,5,11,1188042,1858120,2018,41.765763563,-87.586317625,"(41.765763563, -87.586317625)"
JB374687,08/01/2018 08:39:00 AM,015XX N MASSASOIT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,2531,29,26,1137725,1909674,2018,41.90828679,-87.769508181,"(41.90828679, -87.769508181)"
JB374101,08/01/2018 08:45:00 AM,002XX N LA SALLE ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0122,42,08B,1175093,1901978,2018,41.886412499,-87.632468271,"(41.886412499, -87.632468271)"
JB374072,08/01/2018 08:45:00 AM,008XX N WESTERN AVE,031A,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,false,false,1212,1,03,1160259,1905345,2018,41.895971375,-87.686849035,"(41.895971375, -87.686849035)"
JB381734,08/01/2018 08:50:00 AM,001XX W JACKSON BLVD,0810,THEFT,OVER $500,TAXICAB,false,false,0122,2,06,1175454,1898968,2018,41.878144785,-87.631233035,"(41.878144785, -87.631233035)"
JB374092,08/01/2018 08:56:00 AM,003XX E 79TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,0623,6,18,1180007,1852708,2018,41.751100164,-87.615933706,"(41.751100164, -87.615933706)"
JB374071,08/01/2018 08:58:00 AM,075XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0611,17,06,1166986,1854640,2018,41.756689862,-87.663593994,"(41.756689862, -87.663593994)"
JB394818,08/01/2018 09:00:00 AM,022XX N SAYRE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2512,36,14,,,2018,,,
JB389055,08/01/2018 09:00:00 AM,053XX N RAVENSWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2012,40,06,1163415,1935686,2018,41.979162957,-87.674401183,"(41.979162957, -87.674401183)"
JB383617,08/01/2018 09:00:00 AM,001XX S MICHIGAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,false,0112,42,26,1177321,1899793,2018,41.880366516,-87.6243529,"(41.880366516, -87.6243529)"
JB381561,08/01/2018 09:00:00 AM,008XX W 103RD ST,0820,THEFT,$500 AND UNDER,NURSING HOME/RETIREMENT HOME,false,false,2232,34,06,1172339,1836539,2018,41.706902188,-87.644507138,"(41.706902188, -87.644507138)"
JB381595,08/01/2018 09:00:00 AM,001XX S CANAL ST,0810,THEFT,OVER $500,STREET,false,false,0121,2,06,1173161,1899677,2018,41.880141491,-87.639631281,"(41.880141491, -87.639631281)"
JB377685,08/01/2018 09:00:00 AM,022XX W WARREN BLVD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1223,2,05,1161400,1900311,2018,41.882133986,-87.68279855,"(41.882133986, -87.68279855)"
JB377170,08/01/2018 09:00:00 AM,031XX N SHERIDAN RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1934,44,11,1173031,1920816,2018,41.938150856,-87.639480736,"(41.938150856, -87.639480736)"
JB377210,08/01/2018 09:00:00 AM,017XX W PRATT BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,2432,49,11,1163275,1945214,2018,42.005311033,-87.674646526,"(42.005311033, -87.674646526)"
JB375093,08/01/2018 09:00:00 AM,058XX W ERIE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1511,29,05,1137449,1903710,2018,41.891925811,-87.770665775,"(41.891925811, -87.770665775)"
JB375863,08/01/2018 09:00:00 AM,029XX N WHIPPLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,true,1411,35,14,1155532,1919474,2018,41.934838951,-87.703829477,"(41.934838951, -87.703829477)"
JB374719,08/01/2018 09:00:00 AM,026XX W THOMAS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,false,false,1211,1,14,1158625,1907217,2018,41.901141931,-87.69279905,"(41.901141931, -87.69279905)"
JB375185,08/01/2018 09:00:00 AM,030XX S TROY ST,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,APARTMENT,false,true,1033,12,20,1155845,1884266,2018,41.838218492,-87.703628677,"(41.838218492, -87.703628677)"
JB374767,08/01/2018 09:00:00 AM,0000X W WASHINGTON ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0111,42,06,1175800,1900817,2018,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
JB374360,08/01/2018 09:00:00 AM,084XX S BRANDON AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0424,10,06,1198949,1849565,2018,41.742021179,-87.546627423,"(41.742021179, -87.546627423)"
JB374307,08/01/2018 09:00:00 AM,054XX N KIMBALL AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1712,40,06,1152741,1935906,2018,41.979985254,-87.713649825,"(41.979985254, -87.713649825)"
JB374362,08/01/2018 09:00:00 AM,011XX N MENARD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1511,29,06,1137481,1906977,2018,41.900890292,-87.770469536,"(41.900890292, -87.770469536)"
JB374103,08/01/2018 09:00:00 AM,027XX N CLARK ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,false,false,1935,43,08B,1171583,1918764,2018,41.932552121,-87.644862959,"(41.932552121, -87.644862959)"
JB374196,08/01/2018 09:20:00 AM,006XX E 46TH ST,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,true,false,0221,4,26,1181451,1874660,2018,41.81130536,-87.609965503,"(41.81130536, -87.609965503)"
JB374202,08/01/2018 09:20:00 AM,017XX W 59TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,true,false,0714,15,26,1165824,1865571,2018,41.786710717,-87.667542402,"(41.786710717, -87.667542402)"
JB374145,08/01/2018 09:20:00 AM,082XX S SAGINAW AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),false,false,0423,7,04A,1195270,1850832,2018,41.745589433,-87.560065205,"(41.745589433, -87.560065205)"
JB374258,08/01/2018 09:22:00 AM,008XX N LAWNDALE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1112,27,15,1151567,1905334,2018,41.896116476,-87.718773382,"(41.896116476, -87.718773382)"
JB374109,08/01/2018 09:23:00 AM,049XX S CAMPBELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0923,14,14,1160538,1871730,2018,41.803722512,-87.686753914,"(41.803722512, -87.686753914)"
JB378795,08/01/2018 09:26:00 AM,058XX S NAGLE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0811,23,11,1134391,1865175,2018,41.786234148,-87.782803758,"(41.786234148, -87.782803758)"
JB392955,08/01/2018 09:28:00 AM,031XX W IRVING PARK RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CURRENCY EXCHANGE,false,false,1724,33,11,1154520,1926422,2018,41.953925086,-87.707362142,"(41.953925086, -87.707362142)"
JB374169,08/01/2018 09:28:00 AM,014XX N ASHLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,GOVERNMENT BUILDING/PROPERTY,true,false,1433,1,26,1165470,1909461,2018,41.907156625,-87.66759285,"(41.907156625, -87.66759285)"
JB374323,08/01/2018 09:28:00 AM,007XX W MONTROSE AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,1915,46,08B,1170527,1929439,2018,41.961867922,-87.648430138,"(41.961867922, -87.648430138)"
JB374191,08/01/2018 09:30:00 AM,006XX N TRUMBULL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1121,27,08B,1153267,1904020,2018,41.892477147,-87.712564504,"(41.892477147, -87.712564504)"
JB374702,08/01/2018 09:30:00 AM,077XX S LUELLA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,0414,7,14,1192546,1854038,2018,41.754453706,-87.569942028,"(41.754453706, -87.569942028)"
JB374125,08/01/2018 09:30:00 AM,091XX S PRINCETON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0634,21,08A,1176194,1844155,2018,41.727716048,-87.630162451,"(41.727716048, -87.630162451)"
JB374132,08/01/2018 09:30:00 AM,006XX N SPAULDING AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENTIAL YARD (FRONT/BACK),true,false,1121,27,18,1154260,1904129,2018,41.892756481,-87.70891469,"(41.892756481, -87.70891469)"
JB374348,08/01/2018 09:35:00 AM,014XX W 31ST ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0913,11,06,1167414,1884217,2018,41.837843444,-87.661177886,"(41.837843444, -87.661177886)"
JB374147,08/01/2018 09:40:00 AM,039XX W OGDEN AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,1014,24,06,1150524,1889164,2018,41.851764611,-87.723026418,"(41.851764611, -87.723026418)"
JB374143,08/01/2018 09:44:00 AM,017XX W HOWARD ST,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,true,false,2422,49,08B,1163126,1950347,2018,42.019399237,-87.675049485,"(42.019399237, -87.675049485)"
JB384489,08/01/2018 09:45:00 AM,038XX W POLK ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1133,24,06,1150844,1896090,2018,41.870764127,-87.721670822,"(41.870764127, -87.721670822)"
JB374237,08/01/2018 09:45:00 AM,083XX S MICHIGAN AVE,0810,THEFT,OVER $500,STREET,false,false,0632,6,06,1178605,1849653,2018,41.74274885,-87.621163953,"(41.74274885, -87.621163953)"
JB374138,08/01/2018 09:45:00 AM,032XX W ROOSEVELT RD,0460,BATTERY,SIMPLE,CTA BUS,false,false,1022,24,08B,1155131,1894531,2018,41.86640116,-87.705973505,"(41.86640116, -87.705973505)"
JB374141,08/01/2018 09:45:00 AM,086XX S ESCANABA AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0423,10,03,1196979,1848328,2018,41.738675948,-87.553886354,"(41.738675948, -87.553886354)"
JB374172,08/01/2018 09:45:00 AM,014XX W ELMDALE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2433,48,06,1165728,1939963,2018,41.990850029,-87.665772402,"(41.990850029, -87.665772402)"
JB374128,08/01/2018 09:50:00 AM,079XX S DOBSON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0624,8,06,1184602,1852522,2018,41.75048339,-87.599101334,"(41.75048339, -87.599101334)"
JB374180,08/01/2018 09:52:00 AM,011XX N LA SALLE DR,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1824,43,18,1174923,1908190,2018,41.903462366,-87.632906318,"(41.903462366, -87.632906318)"
JB393327,08/01/2018 10:00:00 AM,048XX N MASON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1622,45,11,1135516,1932031,2018,41.969676373,-87.777090162,"(41.969676373, -87.777090162)"
JB391333,08/01/2018 10:00:00 AM,061XX S INGLESIDE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0313,20,06,1183505,1864463,2018,41.783276267,-87.602749535,"(41.783276267, -87.602749535)"
JB386570,08/01/2018 10:00:00 AM,060XX N WINTHROP AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,2433,48,11,1167768,1940219,2018,41.991508618,-87.658261407,"(41.991508618, -87.658261407)"
JB380086,08/01/2018 10:00:00 AM,004XX W MADISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,0121,42,11,1173505,1900319,2018,41.881895543,-87.638349075,"(41.881895543, -87.638349075)"
JB378130,08/01/2018 10:00:00 AM,061XX S WOODLAWN AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0314,20,08A,1185271,1864541,2018,41.783448947,-87.596272423,"(41.783448947, -87.596272423)"
JB377894,08/01/2018 10:00:00 AM,002XX W 118TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,false,0522,34,20,1176607,1826687,2018,41.679772098,-87.629172776,"(41.679772098, -87.629172776)"
JB375808,08/01/2018 10:00:00 AM,009XX W Diversey Pkwy,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1935,43,06,1169618,1918791,2018,41.932669282,-87.652083276,"(41.932669282, -87.652083276)"
JB375914,08/01/2018 10:00:00 AM,028XX S SPAULDING AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1032,22,06,1154827,1884938,2018,41.84008296,-87.707346259,"(41.84008296, -87.707346259)"
JB374170,08/01/2018 10:00:00 AM,027XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1421,1,06,1157925,1910526,2018,41.910236415,-87.695279811,"(41.910236415, -87.695279811)"
JB374280,08/01/2018 10:00:00 AM,083XX S KERFOOT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0622,21,14,1173146,1849442,2018,41.742292072,-87.641172,"(41.742292072, -87.641172)"
JB374160,08/01/2018 10:00:00 AM,010XX W MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0724,17,08B,1170356,1860384,2018,41.772379467,-87.651076593,"(41.772379467, -87.651076593)"
JB374219,08/01/2018 10:00:00 AM,011XX N SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1112,27,08B,1150174,1907391,2018,41.901788359,-87.723835955,"(41.901788359, -87.723835955)"
JB374161,08/01/2018 10:00:00 AM,069XX S EAST END AVE,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,0332,5,06,1188973,1859409,2018,41.769278449,-87.58286403,"(41.769278449, -87.58286403)"
JB375125,08/01/2018 10:15:00 AM,011XX W OAKDALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1933,44,05,1168209,1919740,2018,41.93530399,-87.657233672,"(41.93530399, -87.657233672)"
JB374589,08/01/2018 10:15:00 AM,101XX S MAPLEWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2211,19,06,1161157,1837426,2018,41.709574426,-87.685431213,"(41.709574426, -87.685431213)"
JB374287,08/01/2018 10:15:00 AM,037XX N LARAMIE AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PRIVATE, BUILDING",true,false,1634,38,08A,1141027,1924525,2018,41.948979271,-87.757011425,"(41.948979271, -87.757011425)"
JB374221,08/01/2018 10:20:00 AM,001XX N WALLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1512,29,08B,1138135,1900542,2018,41.88322004,-87.768222981,"(41.88322004, -87.768222981)"
JB374212,08/01/2018 10:20:00 AM,070XX S GREEN ST,0460,BATTERY,SIMPLE,STREET,false,false,0733,17,08B,1171848,1858270,2018,41.766545786,-87.64566932,"(41.766545786, -87.64566932)"
JB387657,08/01/2018 10:21:00 AM,052XX S HERMITAGE AVE,0580,STALKING,SIMPLE,STREET,false,false,0932,16,08A,1165566,1869996,2018,41.798858937,-87.668362872,"(41.798858937, -87.668362872)"
JB374225,08/01/2018 10:23:00 AM,050XX W BELLE PLAINE AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,true,false,1624,45,18,1141828,1926784,2018,41.955163355,-87.754010914,"(41.955163355, -87.754010914)"
