Kategorie: Alle Kategorien

Region,Donald Trump: (29.08.16 bis 29.08.16),Hillary Clinton: (29.08.16 bis 29.08.16)
West Virginia,82%,50%
Wyoming,61%,72%
Alaska,82%,50%
Mississippi,84%,49%
New Jersey,84%,49%
Indiana,84%,49%
Oklahoma,96%,37%
Connecticut,76%,57%
Pennsylvania,82%,50%
North Dakota,100%,33%
District of Columbia,72%,61%
Washington,84%,49%
Kentucky,85%,48%
Idaho,77%,56%
Ohio,86%,46%
Florida,85%,48%
Rhode Island,81%,52%
Maryland,73%,60%
North Carolina,81%,52%
New York,84%,49%
Oregon,86%,46%
Iowa,92%,41%
Missouri,84%,49%
Arkansas,78%,54%
New Hampshire,78%,54%
Arizona,80%,53%
Alabama,77%,56%
Illinois,80%,53%
Virginia,76%,57%
Tennessee,82%,50%
California,80%,53%
Massachusetts,74%,58%
South Carolina,80%,53%
Nevada,76%,57%
South Dakota,60%,73%
Louisiana,88%,45%
Wisconsin,84%,49%
Delaware,53%,80%
Georgia,81%,52%
Hawaii,86%,46%
Michigan,77%,56%
Montana,84%,49%
Texas,88%,45%
Minnesota,76%,57%
Kansas,76%,57%
Colorado,77%,56%
Nebraska,68%,65%
New Mexico,97%,36%
Maine,73%,60%
Utah,68%,65%
Vermont,68%,65%
