Kategorie: Alle Kategorien

Region,Donald Trump: (09.06.16 bis 09.06.16),Hillary Clinton: (09.06.16 bis 09.06.16)
Vermont,35%,94%
District of Columbia,35%,94%
Montana,29%,100%
Oregon,42%,87%
California,54%,75%
New Jersey,71%,58%
Nebraska,48%,81%
Massachusetts,55%,74%
New York,57%,72%
New Hampshire,68%,61%
Delaware,42%,87%
Arkansas,58%,71%
Missouri,50%,79%
Connecticut,62%,67%
Kentucky,59%,70%
Minnesota,55%,74%
Indiana,62%,67%
Rhode Island,49%,80%
Maryland,53%,76%
Arizona,55%,74%
Wyoming,57%,72%
New Mexico,68%,61%
Virginia,66%,63%
Ohio,53%,76%
Washington,58%,71%
Nevada,61%,68%
Michigan,59%,70%
Colorado,58%,71%
Pennsylvania,61%,68%
Wisconsin,75%,54%
North Carolina,50%,79%
Iowa,68%,61%
Florida,67%,62%
Georgia,53%,76%
Illinois,57%,72%
North Dakota,97%,32%
Maine,63%,66%
Idaho,70%,59%
Oklahoma,67%,62%
Texas,67%,62%
Kansas,46%,83%
Tennessee,61%,68%
Louisiana,64%,64%
Alabama,71%,58%
Utah,54%,75%
Mississippi,59%,70%
South Carolina,66%,63%
Hawaii,75%,54%
West Virginia,74%,55%
Alaska,87%,42%
South Dakota,50%,79%
