Kategorie: Alle Kategorien

Region,Donald Trump: (16.07.16 bis 16.07.16),Hillary Clinton: (16.07.16 bis 16.07.16)
Wyoming,92%,35%
South Dakota,80%,47%
New Mexico,82%,46%
Connecticut,71%,56%
Oklahoma,85%,42%
New Jersey,82%,46%
Rhode Island,100%,28%
District of Columbia,82%,46%
Tennessee,75%,52%
Massachusetts,88%,39%
Maryland,87%,41%
Louisiana,85%,42%
Florida,84%,43%
Illinois,82%,46%
Pennsylvania,78%,50%
South Carolina,82%,46%
Indiana,78%,50%
Michigan,78%,50%
New York,78%,50%
Oregon,88%,39%
Ohio,80%,47%
Georgia,91%,37%
Kentucky,74%,53%
Maine,71%,56%
Alabama,76%,51%
Missouri,56%,71%
Idaho,85%,42%
Alaska,48%,79%
Vermont,65%,62%
California,74%,53%
Colorado,75%,52%
Washington,67%,60%
Arkansas,62%,65%
Nebraska,57%,70%
Texas,80%,47%
Virginia,84%,43%
Nevada,69%,58%
Minnesota,64%,64%
Iowa,62%,65%
North Carolina,74%,53%
New Hampshire,65%,62%
Montana,57%,70%
Utah,61%,66%
West Virginia,69%,58%
Mississippi,65%,62%
Arizona,58%,69%
Wisconsin,53%,74%
Kansas,78%,50%
North Dakota,51%,76%
Delaware,56%,71%
Hawaii,80%,47%
