Kategorie: Alle Kategorien

Region,Donald Trump: (24.09.16 bis 24.09.16),Hillary Clinton: (24.09.16 bis 24.09.16)
Vermont,70%,53%
Alaska,30%,92%
North Dakota,23%,100%
Wyoming,76%,46%
Delaware,85%,38%
New Jersey,72%,50%
Iowa,30%,92%
Virginia,67%,55%
South Dakota,30%,92%
Pennsylvania,59%,64%
West Virginia,64%,59%
Massachusetts,50%,72%
New York,62%,60%
Maine,58%,65%
Ohio,62%,60%
North Carolina,58%,65%
District of Columbia,65%,58%
Maryland,67%,55%
Florida,66%,56%
Minnesota,51%,71%
Oregon,72%,50%
Rhode Island,61%,61%
Mississippi,54%,69%
Connecticut,66%,56%
California,62%,60%
Idaho,50%,72%
Washington,70%,53%
Nevada,56%,66%
Nebraska,71%,51%
Illinois,67%,55%
Michigan,67%,55%
Missouri,60%,62%
Tennessee,65%,58%
Oklahoma,81%,41%
Utah,72%,50%
Arkansas,70%,53%
Wisconsin,65%,58%
Indiana,56%,66%
Kentucky,53%,70%
Kansas,54%,69%
Colorado,59%,64%
Alabama,70%,53%
South Carolina,49%,74%
Georgia,61%,61%
New Hampshire,61%,61%
Texas,62%,60%
Hawaii,98%,24%
New Mexico,53%,70%
Arizona,62%,60%
Louisiana,59%,64%
Montana,61%,61%
