Kategorie: Alle Kategorien

Region,Donald Trump: (30.09.16 bis 30.09.16),Hillary Clinton: (30.09.16 bis 30.09.16)
Michigan,90%,46%
Connecticut,83%,53%
District of Columbia,79%,57%
New Hampshire,80%,56%
Pennsylvania,86%,50%
New Jersey,84%,52%
South Dakota,91%,45%
West Virginia,100%,36%
New York,83%,53%
Florida,76%,60%
Rhode Island,82%,54%
Indiana,83%,53%
Washington,87%,49%
Massachusetts,73%,63%
Arkansas,82%,54%
California,86%,50%
Iowa,75%,61%
Montana,83%,53%
Ohio,79%,57%
Virginia,80%,56%
Hawaii,80%,56%
Illinois,79%,57%
Missouri,87%,49%
Nebraska,87%,49%
Maryland,82%,54%
Wisconsin,84%,52%
Georgia,79%,57%
Wyoming,75%,61%
Tennessee,73%,63%
Minnesota,78%,58%
Arizona,87%,49%
Colorado,82%,54%
North Carolina,78%,58%
Oklahoma,67%,69%
Vermont,58%,78%
Maine,64%,72%
Kentucky,80%,56%
Nevada,75%,61%
South Carolina,83%,53%
Utah,90%,46%
Oregon,79%,57%
Texas,82%,54%
New Mexico,61%,75%
Alabama,75%,61%
Kansas,64%,72%
Idaho,69%,67%
Delaware,76%,60%
North Dakota,64%,72%
Mississippi,69%,67%
Alaska,83%,53%
Louisiana,73%,63%
