Kategorie: Alle Kategorien

Region,Donald Trump: (29.06.16 bis 29.06.16),Hillary Clinton: (29.06.16 bis 29.06.16)
Maine,84%,47%
Rhode Island,88%,43%
Massachusetts,84%,47%
District of Columbia,72%,59%
North Dakota,100%,31%
Wyoming,67%,64%
New Hampshire,88%,43%
Hawaii,81%,50%
Vermont,82%,48%
Maryland,85%,46%
Indiana,81%,50%
Iowa,69%,61%
Wisconsin,98%,32%
Illinois,86%,44%
Pennsylvania,86%,44%
Connecticut,68%,63%
North Carolina,72%,59%
New York,73%,57%
Oklahoma,82%,48%
New Jersey,86%,44%
Oregon,84%,47%
West Virginia,88%,43%
California,77%,53%
Ohio,80%,51%
Kentucky,85%,46%
Alabama,78%,52%
Virginia,78%,52%
Kansas,86%,44%
Arizona,84%,47%
Louisiana,93%,38%
Minnesota,80%,51%
South Dakota,65%,65%
Nevada,86%,44%
Montana,94%,36%
Alaska,88%,43%
Washington,80%,51%
New Mexico,69%,61%
Arkansas,50%,81%
Michigan,76%,55%
South Carolina,71%,60%
Georgia,77%,53%
Idaho,43%,88%
Texas,84%,47%
Florida,80%,51%
Mississippi,38%,93%
Missouri,85%,46%
Tennessee,67%,64%
Delaware,76%,55%
Nebraska,80%,51%
Colorado,61%,69%
Utah,52%,78%
