Kategorie: Alle Kategorien

Region,Donald Trump: (24.05.16 bis 24.05.16),Hillary Clinton: (24.05.16 bis 24.05.16)
New Mexico,100%,12%
Vermont,66%,46%
South Dakota,73%,39%
Nevada,85%,26%
Maine,64%,48%
Hawaii,88%,23%
Wyoming,65%,47%
California,69%,42%
District of Columbia,71%,40%
West Virginia,57%,55%
Oregon,67%,44%
Pennsylvania,70%,41%
New York,73%,39%
Iowa,88%,23%
Connecticut,76%,35%
New Hampshire,74%,38%
New Jersey,77%,34%
Wisconsin,82%,30%
Utah,70%,41%
Maryland,69%,42%
Kentucky,75%,37%
Illinois,74%,38%
Montana,68%,43%
Massachusetts,67%,44%
Washington,67%,44%
Indiana,83%,29%
Michigan,75%,37%
Georgia,86%,25%
Delaware,85%,26%
Virginia,68%,43%
Colorado,78%,33%
Minnesota,85%,26%
Texas,82%,30%
Idaho,73%,39%
Florida,74%,38%
Missouri,75%,37%
Alaska,49%,62%
Rhode Island,61%,50%
Nebraska,59%,52%
Arizona,85%,26%
Oklahoma,69%,42%
Tennessee,79%,32%
North Carolina,71%,40%
South Carolina,84%,28%
Kansas,70%,41%
Ohio,73%,39%
Alabama,69%,42%
Arkansas,78%,33%
Louisiana,83%,29%
Mississippi,65%,47%
North Dakota,56%,56%
