Kategorie: Alle Kategorien

Region,Donald Trump: (07.02.16 bis 07.02.16),Hillary Clinton: (07.02.16 bis 07.02.16)
New Hampshire,68%,40%
Connecticut,82%,26%
Oklahoma,96%,11%
Massachusetts,68%,40%
Vermont,52%,56%
Mississippi,100%,8%
Montana,70%,38%
Iowa,77%,31%
New Jersey,75%,33%
Rhode Island,66%,42%
Virginia,75%,33%
Wisconsin,76%,32%
Colorado,86%,21%
Louisiana,84%,23%
Alaska,36%,71%
Alabama,77%,31%
Illinois,72%,35%
Michigan,70%,38%
Pennsylvania,76%,32%
South Carolina,79%,29%
New York,69%,39%
Florida,75%,33%
Kentucky,79%,29%
North Carolina,79%,29%
Tennessee,82%,26%
Nebraska,86%,21%
Minnesota,81%,27%
Utah,81%,27%
Arizona,80%,28%
Arkansas,67%,41%
West Virginia,68%,40%
California,77%,31%
District of Columbia,67%,41%
Indiana,75%,33%
Texas,80%,28%
Georgia,71%,36%
Maine,66%,42%
Ohio,77%,31%
Kansas,76%,32%
Hawaii,73%,34%
Maryland,71%,36%
Washington,69%,39%
Wyoming,66%,42%
Oregon,61%,46%
Missouri,70%,38%
North Dakota,63%,45%
Idaho,59%,48%
South Dakota,66%,42%
Nevada,60%,47%
New Mexico,82%,26%
Delaware,55%,53%
