Kategorie: Alle Kategorien

Region,Donald Trump: (06.06.16 bis 06.06.16),Hillary Clinton: (06.06.16 bis 06.06.16)
Wyoming,29%,88%
Montana,100%,17%
Vermont,55%,62%
District of Columbia,63%,54%
West Virginia,81%,36%
New Jersey,82%,35%
Connecticut,82%,35%
Maine,67%,50%
Oregon,76%,41%
Kentucky,88%,29%
New York,68%,49%
California,63%,54%
Pennsylvania,78%,38%
Rhode Island,98%,18%
South Carolina,76%,41%
Maryland,76%,41%
Virginia,76%,41%
Illinois,78%,38%
Michigan,82%,35%
Washington,64%,52%
Florida,76%,41%
Minnesota,69%,48%
New Hampshire,50%,67%
Alaska,44%,72%
Massachusetts,70%,47%
Arizona,74%,43%
Texas,76%,41%
Ohio,72%,44%
North Carolina,72%,44%
Georgia,70%,47%
Arkansas,83%,34%
Missouri,68%,49%
Alabama,76%,41%
Utah,81%,36%
Kansas,76%,41%
Indiana,74%,43%
Nevada,67%,50%
Colorado,68%,49%
Wisconsin,71%,45%
Tennessee,76%,41%
Iowa,63%,54%
Hawaii,55%,62%
Oklahoma,54%,63%
New Mexico,67%,50%
Louisiana,50%,67%
North Dakota,71%,45%
South Dakota,48%,69%
Mississippi,56%,61%
Idaho,40%,77%
Nebraska,78%,38%
Delaware,60%,57%
