Kategorie: Alle Kategorien

Region,Donald Trump: (28.10.16 bis 28.10.16),Hillary Clinton: (28.10.16 bis 28.10.16)
Maine,52%,69%
Iowa,47%,74%
District of Columbia,39%,82%
New Jersey,47%,74%
Alabama,46%,75%
Pennsylvania,46%,75%
New York,45%,76%
Connecticut,43%,78%
Rhode Island,40%,81%
Ohio,47%,74%
Florida,48%,73%
Nevada,51%,70%
Vermont,78%,43%
Wyoming,31%,90%
Arkansas,50%,71%
North Dakota,21%,100%
Indiana,48%,73%
Maryland,47%,74%
Massachusetts,50%,71%
South Carolina,42%,79%
Georgia,48%,73%
Nebraska,47%,74%
Tennessee,51%,70%
North Carolina,48%,73%
New Mexico,54%,67%
Missouri,46%,75%
Louisiana,48%,73%
Kansas,39%,82%
Arizona,54%,67%
New Hampshire,47%,74%
West Virginia,56%,65%
Kentucky,47%,74%
Texas,51%,70%
Montana,65%,56%
Colorado,50%,71%
South Dakota,70%,51%
Mississippi,54%,67%
Illinois,54%,67%
Wisconsin,51%,70%
Idaho,42%,79%
Virginia,54%,67%
Alaska,47%,74%
Michigan,54%,67%
Minnesota,48%,73%
Washington,50%,71%
Oklahoma,46%,75%
California,54%,67%
Delaware,54%,67%
Oregon,54%,67%
Utah,53%,68%
Hawaii,62%,59%
