Kategorie: Alle Kategorien

Region,Donald Trump: (28.08.16 bis 28.08.16),Hillary Clinton: (28.08.16 bis 28.08.16)
North Dakota,79%,59%
Vermont,76%,62%
Massachusetts,90%,48%
Alaska,63%,75%
New Hampshire,83%,55%
New Jersey,90%,48%
Wyoming,93%,45%
Pennsylvania,90%,48%
Arkansas,84%,54%
Kentucky,75%,63%
District of Columbia,83%,55%
New York,79%,59%
Ohio,80%,58%
Virginia,93%,45%
Minnesota,94%,44%
North Carolina,80%,58%
Georgia,80%,58%
Florida,87%,51%
Mississippi,100%,38%
Kansas,83%,55%
Indiana,87%,51%
Tennessee,83%,55%
South Carolina,81%,56%
Montana,63%,75%
Louisiana,76%,62%
Illinois,77%,61%
Nebraska,86%,52%
Arizona,80%,58%
Washington,81%,56%
West Virginia,61%,77%
Rhode Island,69%,69%
Alabama,83%,55%
Maryland,83%,55%
Idaho,56%,81%
Delaware,55%,83%
Texas,84%,54%
Iowa,69%,69%
California,81%,56%
Michigan,77%,61%
Connecticut,75%,63%
Oregon,84%,54%
Oklahoma,79%,59%
Colorado,90%,48%
Wisconsin,69%,69%
New Mexico,66%,72%
Missouri,81%,56%
Hawaii,59%,79%
Nevada,81%,56%
Maine,63%,75%
Utah,66%,72%
South Dakota,69%,69%
