Kategorie: Alle Kategorien

Region,Donald Trump: (04.10.16 bis 04.10.16),Hillary Clinton: (04.10.16 bis 04.10.16)
Rhode Island,100%,31%
Vermont,76%,55%
Maine,77%,53%
Delaware,88%,43%
Pennsylvania,73%,57%
Colorado,88%,43%
Missouri,78%,52%
District of Columbia,75%,56%
Arizona,81%,50%
West Virginia,67%,64%
South Dakota,90%,40%
New Jersey,81%,50%
New York,78%,52%
Ohio,73%,57%
Connecticut,75%,56%
California,82%,48%
Maryland,78%,52%
Nevada,84%,47%
Wisconsin,77%,53%
Arkansas,76%,55%
North Carolina,76%,55%
Massachusetts,76%,55%
Michigan,76%,55%
Wyoming,72%,59%
Illinois,76%,55%
Minnesota,73%,57%
New Mexico,76%,55%
Florida,75%,56%
Indiana,73%,57%
Iowa,72%,59%
Georgia,76%,55%
Virginia,75%,56%
New Hampshire,68%,63%
Alaska,63%,68%
Oregon,81%,50%
Alabama,77%,53%
Washington,71%,60%
Tennessee,67%,64%
Nebraska,80%,51%
Texas,78%,52%
Oklahoma,59%,72%
Kentucky,77%,53%
South Carolina,72%,59%
Mississippi,71%,60%
Louisiana,69%,61%
Idaho,61%,69%
Hawaii,69%,61%
Utah,78%,52%
Kansas,60%,71%
Montana,72%,59%
North Dakota,67%,64%
