Kategorie: Alle Kategorien

Region,Donald Trump: (20.04.16 bis 20.04.16),Hillary Clinton: (20.04.16 bis 20.04.16)
Delaware,100%,17%
New York,62%,55%
Indiana,87%,30%
Vermont,56%,61%
New Jersey,75%,42%
Maryland,76%,41%
Wyoming,74%,43%
Pennsylvania,72%,44%
Rhode Island,69%,48%
West Virginia,88%,29%
Nevada,91%,25%
Connecticut,70%,47%
Arizona,87%,30%
Florida,83%,34%
Mississippi,90%,27%
North Carolina,80%,37%
Alabama,84%,32%
Michigan,77%,40%
District of Columbia,62%,55%
North Dakota,82%,35%
California,67%,50%
Ohio,77%,40%
Nebraska,87%,30%
Utah,82%,35%
Oklahoma,74%,43%
Tennessee,83%,34%
South Carolina,69%,48%
Louisiana,92%,24%
Wisconsin,80%,37%
Washington,75%,42%
Missouri,78%,38%
Massachusetts,58%,58%
Minnesota,82%,35%
South Dakota,45%,71%
Georgia,78%,38%
Texas,77%,40%
Kentucky,80%,37%
Illinois,71%,45%
Arkansas,78%,38%
New Hampshire,62%,55%
Oregon,58%,58%
Virginia,63%,54%
Colorado,69%,48%
Kansas,70%,47%
Idaho,80%,37%
Hawaii,52%,64%
Iowa,70%,47%
Maine,63%,54%
Alaska,74%,43%
Montana,60%,57%
New Mexico,62%,55%
