Kategorie: Alle Kategorien

Region,Donald Trump: (20.10.16 bis 20.10.16),Hillary Clinton: (20.10.16 bis 20.10.16)
Vermont,96%,35%
Montana,100%,31%
New Jersey,85%,46%
Delaware,98%,32%
Pennsylvania,85%,46%
Connecticut,89%,42%
New York,84%,47%
Kentucky,81%,50%
Massachusetts,88%,43%
Missouri,84%,47%
Maryland,88%,43%
West Virginia,97%,34%
Arkansas,93%,38%
Rhode Island,93%,38%
Virginia,86%,44%
Ohio,86%,44%
Minnesota,85%,46%
Iowa,92%,39%
North Dakota,78%,52%
Florida,86%,44%
North Carolina,85%,46%
Washington,82%,48%
New Hampshire,76%,55%
Georgia,86%,44%
Colorado,81%,50%
Nebraska,86%,44%
Michigan,81%,50%
Arizona,84%,47%
Nevada,77%,53%
Oregon,88%,43%
Kansas,85%,46%
Wisconsin,82%,48%
Maine,78%,52%
Tennessee,77%,53%
District of Columbia,69%,61%
Oklahoma,86%,44%
Texas,84%,47%
Illinois,84%,47%
Mississippi,82%,48%
California,84%,47%
Wyoming,88%,43%
Alabama,76%,55%
New Mexico,85%,46%
Alaska,89%,42%
Louisiana,81%,50%
Indiana,84%,47%
South Carolina,84%,47%
Utah,88%,43%
South Dakota,81%,50%
Idaho,82%,48%
Hawaii,89%,42%
