Kategorie: Alle Kategorien

Region,Donald Trump: (03.03.16 bis 03.03.16),Hillary Clinton: (03.03.16 bis 03.03.16)
Maine,100%,9%
District of Columbia,90%,19%
Massachusetts,85%,24%
Virginia,91%,18%
Vermont,92%,17%
Mississippi,90%,19%
Rhode Island,91%,18%
Kentucky,92%,17%
New Hampshire,86%,23%
Michigan,87%,21%
Connecticut,90%,19%
Utah,95%,14%
Georgia,91%,18%
New York,85%,24%
New Jersey,92%,17%
Alabama,90%,19%
Tennessee,87%,21%
Nevada,92%,17%
Missouri,86%,23%
Ohio,87%,21%
Maryland,85%,24%
Minnesota,86%,23%
Iowa,87%,21%
Arkansas,90%,19%
North Carolina,90%,19%
Kansas,87%,21%
Illinois,84%,25%
Washington,81%,28%
Pennsylvania,87%,21%
Florida,91%,18%
Arizona,89%,20%
West Virginia,84%,25%
Nebraska,81%,28%
North Dakota,100%,9%
South Carolina,94%,15%
Colorado,86%,23%
Louisiana,93%,16%
Alaska,90%,19%
Indiana,85%,24%
Texas,86%,23%
California,87%,21%
South Dakota,86%,23%
Oregon,92%,17%
Idaho,84%,25%
Oklahoma,94%,15%
Delaware,90%,19%
Montana,81%,28%
Wisconsin,92%,17%
New Mexico,98%,10%
Wyoming,84%,25%
Hawaii,82%,27%
