Kategorie: Alle Kategorien

Region,Donald Trump: (02.03.16 bis 02.03.16),Hillary Clinton: (02.03.16 bis 02.03.16)
Vermont,81%,31%
Virginia,81%,31%
Massachusetts,79%,34%
Alabama,87%,26%
Kentucky,100%,13%
Arkansas,80%,32%
Georgia,84%,29%
Tennessee,82%,30%
Rhode Island,82%,30%
Oklahoma,76%,37%
New Jersey,87%,26%
Delaware,92%,21%
Maine,81%,31%
District of Columbia,80%,32%
Kansas,90%,22%
Pennsylvania,86%,27%
North Carolina,89%,23%
New York,85%,28%
Louisiana,92%,21%
Texas,80%,32%
Minnesota,77%,36%
Connecticut,81%,31%
Michigan,87%,26%
Ohio,87%,26%
Illinois,82%,30%
Alaska,92%,21%
New Hampshire,84%,29%
Washington,84%,29%
Utah,86%,27%
Colorado,82%,30%
Florida,85%,28%
Indiana,86%,27%
North Dakota,84%,29%
Oregon,85%,28%
Wisconsin,89%,23%
South Dakota,92%,21%
Idaho,96%,17%
California,85%,28%
South Carolina,87%,26%
Missouri,85%,28%
Maryland,84%,29%
Mississippi,87%,26%
Nevada,84%,29%
Iowa,87%,26%
Arizona,90%,22%
Nebraska,87%,26%
West Virginia,73%,39%
New Mexico,89%,23%
Wyoming,97%,15%
Hawaii,73%,39%
Montana,67%,46%
