Kategorie: Alle Kategorien

Region,Donald Trump: (07.05.16 bis 07.05.16),Hillary Clinton: (07.05.16 bis 07.05.16)
West Virginia,88%,26%
Washington,88%,26%
Oregon,90%,24%
Delaware,79%,35%
Montana,87%,27%
Nebraska,100%,14%
North Dakota,70%,44%
District of Columbia,87%,27%
Pennsylvania,80%,34%
Indiana,86%,28%
New Jersey,85%,29%
Maine,86%,28%
Rhode Island,68%,45%
Connecticut,73%,41%
Oklahoma,88%,26%
Massachusetts,74%,40%
Nevada,85%,29%
Texas,93%,21%
Mississippi,89%,25%
Kansas,97%,17%
New York,78%,36%
Iowa,78%,36%
Maryland,85%,29%
California,77%,37%
Vermont,64%,50%
Idaho,81%,33%
North Carolina,87%,27%
Georgia,89%,25%
Ohio,80%,34%
Florida,87%,27%
Minnesota,71%,43%
Louisiana,83%,31%
Tennessee,85%,29%
Illinois,80%,34%
South Carolina,74%,40%
New Mexico,75%,39%
Arizona,82%,32%
Virginia,87%,27%
Wyoming,58%,56%
Utah,93%,21%
Alabama,82%,32%
Arkansas,78%,36%
South Dakota,73%,41%
New Hampshire,78%,36%
Missouri,91%,22%
Wisconsin,85%,29%
Michigan,77%,37%
Colorado,82%,32%
Kentucky,62%,52%
Hawaii,87%,27%
Alaska,70%,44%
