Kategorie: Alle Kategorien

Region,Donald Trump: (10.08.16 bis 10.08.16),Hillary Clinton: (10.08.16 bis 10.08.16)
District of Columbia,82%,42%
Arizona,90%,35%
Massachusetts,82%,42%
Oklahoma,85%,40%
Washington,87%,37%
New York,80%,45%
Kentucky,72%,52%
Nevada,85%,40%
Pennsylvania,81%,43%
New Jersey,82%,42%
Alaska,95%,30%
New Mexico,72%,52%
Indiana,82%,42%
Florida,83%,41%
Vermont,42%,82%
Tennessee,82%,42%
Connecticut,66%,58%
Illinois,78%,46%
Ohio,81%,43%
California,81%,43%
Virginia,83%,41%
Oregon,82%,42%
Michigan,77%,47%
New Hampshire,65%,60%
Missouri,73%,51%
Wisconsin,82%,42%
South Dakota,25%,100%
Mississippi,81%,43%
Maryland,75%,50%
Minnesota,82%,42%
Georgia,78%,46%
North Carolina,72%,52%
Iowa,70%,55%
Louisiana,70%,55%
Maine,71%,53%
Idaho,81%,43%
West Virginia,68%,56%
Nebraska,83%,41%
Delaware,55%,70%
Colorado,72%,52%
South Carolina,77%,47%
Montana,83%,41%
Arkansas,65%,60%
North Dakota,76%,48%
Alabama,60%,65%
Wyoming,72%,52%
Texas,72%,52%
Kansas,71%,53%
Rhode Island,67%,57%
Hawaii,78%,46%
Utah,68%,56%
