Kategorie: Alle Kategorien

Region,Donald Trump: (09.02.16 bis 09.02.16),Hillary Clinton: (09.02.16 bis 09.02.16)
New Hampshire,59%,55%
Vermont,75%,39%
Nebraska,85%,29%
Massachusetts,71%,43%
Louisiana,94%,20%
Connecticut,85%,29%
Alabama,88%,26%
South Dakota,44%,70%
South Carolina,94%,20%
District of Columbia,75%,39%
Rhode Island,75%,39%
Tennessee,89%,25%
New Jersey,77%,37%
Florida,82%,32%
New York,77%,37%
Missouri,80%,34%
Idaho,100%,14%
Kentucky,86%,28%
North Dakota,70%,44%
New Mexico,75%,39%
Illinois,75%,39%
Wyoming,58%,56%
Indiana,83%,31%
Maryland,72%,42%
Minnesota,74%,40%
Iowa,79%,35%
Washington,77%,37%
Pennsylvania,74%,40%
Hawaii,80%,34%
Maine,58%,56%
Arizona,77%,37%
Oregon,71%,43%
Delaware,81%,33%
Michigan,74%,40%
Ohio,73%,41%
California,71%,43%
Wisconsin,75%,39%
Oklahoma,73%,41%
North Carolina,83%,31%
Mississippi,82%,32%
Texas,77%,37%
Georgia,78%,36%
Virginia,59%,55%
Nevada,80%,34%
Colorado,70%,44%
Alaska,58%,56%
Arkansas,67%,47%
Montana,72%,42%
West Virginia,67%,47%
Kansas,67%,47%
Utah,50%,64%
