Kategorie: Alle Kategorien

Region,Donald Trump: (09.07.16 bis 09.07.16),Hillary Clinton: (09.07.16 bis 09.07.16)
Alaska,44%,89%
Iowa,44%,89%
Delaware,82%,50%
West Virginia,54%,78%
New Hampshire,80%,53%
Montana,33%,100%
Maine,54%,78%
Illinois,57%,76%
Hawaii,46%,86%
Massachusetts,64%,69%
Louisiana,48%,85%
Florida,85%,48%
Wyoming,80%,53%
Oregon,52%,81%
Virginia,72%,61%
North Dakota,44%,89%
Nebraska,46%,86%
Pennsylvania,70%,62%
South Dakota,44%,89%
District of Columbia,82%,50%
Maryland,68%,65%
Colorado,60%,73%
Alabama,69%,64%
Kentucky,64%,69%
Connecticut,69%,64%
Nevada,78%,54%
New Mexico,66%,66%
New Jersey,70%,62%
Minnesota,57%,76%
Wisconsin,60%,73%
Missouri,76%,57%
North Carolina,65%,68%
Idaho,50%,82%
Utah,60%,73%
Indiana,70%,62%
Washington,65%,68%
New York,72%,61%
Rhode Island,53%,80%
California,68%,65%
Georgia,60%,73%
Texas,73%,60%
Ohio,57%,76%
Tennessee,64%,69%
Kansas,78%,54%
Arkansas,46%,86%
Michigan,64%,69%
Mississippi,62%,70%
Arizona,70%,62%
Oklahoma,58%,74%
South Carolina,53%,80%
Vermont,66%,66%
