Kategorie: Alle Kategorien

Region,Donald Trump: (10.10.16 bis 10.10.16),Hillary Clinton: (10.10.16 bis 10.10.16)
Connecticut,92%,54%
Delaware,88%,58%
District of Columbia,98%,48%
Maine,86%,60%
New Hampshire,92%,54%
Pennsylvania,94%,52%
New Jersey,88%,58%
New York,88%,58%
Maryland,94%,52%
Alabama,97%,50%
Virginia,89%,57%
Massachusetts,85%,61%
Minnesota,89%,57%
Missouri,91%,55%
Ohio,88%,58%
Louisiana,94%,52%
Tennessee,94%,52%
Georgia,97%,50%
Nebraska,95%,51%
Illinois,92%,54%
Florida,94%,52%
Washington,92%,54%
Rhode Island,85%,61%
Vermont,95%,51%
Montana,86%,60%
Michigan,86%,60%
Arkansas,95%,51%
California,94%,52%
North Carolina,92%,54%
Colorado,92%,54%
Arizona,91%,55%
West Virginia,100%,47%
Indiana,86%,60%
Kentucky,89%,57%
Oklahoma,92%,54%
South Dakota,97%,50%
Iowa,88%,58%
Nevada,91%,55%
South Carolina,89%,57%
Texas,94%,52%
Kansas,88%,58%
Oregon,86%,60%
Wisconsin,91%,55%
Mississippi,95%,51%
Utah,94%,52%
Alaska,88%,58%
New Mexico,89%,57%
Hawaii,98%,48%
North Dakota,85%,61%
Idaho,76%,70%
Wyoming,79%,67%
