Kategorie: Alle Kategorien

Region,Donald Trump: (29.10.16 bis 29.10.16),Hillary Clinton: (29.10.16 bis 29.10.16)
Vermont,25%,96%
Wyoming,21%,100%
New Hampshire,31%,90%
New Jersey,41%,80%
Pennsylvania,40%,81%
Arkansas,36%,85%
Rhode Island,41%,80%
Nebraska,32%,89%
District of Columbia,36%,85%
West Virginia,37%,84%
Florida,41%,80%
Maine,31%,90%
Delaware,48%,73%
New York,40%,81%
Minnesota,39%,82%
Mississippi,36%,85%
Connecticut,41%,80%
Tennessee,40%,81%
Louisiana,40%,81%
Arizona,48%,73%
Iowa,43%,78%
North Carolina,40%,81%
North Dakota,41%,80%
Massachusetts,47%,74%
Ohio,42%,79%
Nevada,42%,79%
Montana,32%,89%
South Carolina,45%,76%
Indiana,36%,85%
Alabama,37%,84%
Oklahoma,42%,79%
Colorado,51%,70%
Maryland,53%,68%
Missouri,45%,76%
Michigan,45%,76%
Oregon,34%,87%
Washington,45%,76%
California,42%,79%
Wisconsin,46%,75%
New Mexico,51%,70%
Kentucky,45%,76%
Illinois,42%,79%
Georgia,41%,80%
Texas,41%,80%
South Dakota,53%,68%
Kansas,36%,85%
Virginia,47%,74%
Idaho,45%,76%
Alaska,36%,85%
Hawaii,35%,86%
Utah,45%,76%
