Kategorie: Alle Kategorien

Region,Donald Trump: (04.09.16 bis 04.09.16),Hillary Clinton: (04.09.16 bis 04.09.16)
Delaware,83%,41%
Vermont,80%,45%
Rhode Island,86%,38%
New Jersey,90%,35%
Hawaii,100%,25%
North Dakota,95%,30%
Alaska,95%,30%
Maryland,73%,51%
Massachusetts,77%,47%
Nevada,87%,37%
Arkansas,82%,42%
Wyoming,42%,82%
District of Columbia,76%,48%
Virginia,80%,45%
Michigan,81%,43%
Alabama,93%,31%
Connecticut,78%,46%
Florida,78%,46%
North Carolina,73%,51%
New York,78%,46%
California,85%,40%
Georgia,83%,41%
Colorado,86%,38%
South Carolina,87%,37%
Arizona,87%,37%
Iowa,95%,30%
Mississippi,80%,45%
Ohio,71%,53%
West Virginia,63%,61%
Pennsylvania,77%,47%
Texas,77%,47%
Indiana,80%,45%
Louisiana,71%,53%
Tennessee,77%,47%
Washington,81%,43%
Wisconsin,78%,46%
Maine,58%,66%
Oklahoma,73%,51%
New Hampshire,58%,66%
Montana,47%,77%
Illinois,75%,50%
Kentucky,72%,52%
Idaho,58%,66%
New Mexico,63%,61%
Missouri,68%,56%
Minnesota,71%,53%
Kansas,76%,48%
Utah,63%,61%
Oregon,77%,47%
South Dakota,50%,75%
Nebraska,58%,66%
