Kategorie: Alle Kategorien

Region,Donald Trump: (15.09.16 bis 15.09.16),Hillary Clinton: (15.09.16 bis 15.09.16)
Vermont,44%,100%
Mississippi,57%,86%
Rhode Island,63%,81%
Kentucky,46%,98%
South Carolina,62%,82%
New Jersey,66%,78%
Tennessee,62%,82%
Montana,47%,97%
Ohio,65%,79%
Maine,47%,97%
Iowa,59%,85%
District of Columbia,71%,73%
North Carolina,63%,81%
Kansas,57%,86%
South Dakota,47%,97%
New York,65%,79%
Pennsylvania,66%,78%
Connecticut,75%,69%
Wyoming,57%,86%
Nevada,66%,78%
Florida,71%,73%
Wisconsin,63%,81%
Missouri,65%,79%
Michigan,81%,63%
New Hampshire,55%,89%
Indiana,69%,75%
Minnesota,69%,75%
Georgia,75%,69%
Washington,60%,84%
Colorado,69%,75%
Arizona,69%,75%
Alaska,47%,97%
California,63%,81%
Virginia,69%,75%
Illinois,71%,73%
Idaho,56%,88%
Nebraska,60%,84%
Massachusetts,63%,81%
Maryland,84%,60%
Delaware,68%,76%
Texas,60%,84%
Louisiana,63%,81%
Arkansas,76%,68%
Utah,68%,76%
Oklahoma,66%,78%
West Virginia,49%,95%
Alabama,65%,79%
North Dakota,47%,97%
New Mexico,72%,72%
Hawaii,94%,50%
Oregon,62%,82%
