Kategorie: Alle Kategorien

Region,Donald Trump: (29.09.16 bis 29.09.16),Hillary Clinton: (29.09.16 bis 29.09.16)
Rhode Island,72%,44%
Kentucky,76%,41%
Connecticut,71%,45%
Massachusetts,65%,51%
Alaska,100%,17%
Idaho,63%,54%
Pennsylvania,64%,52%
Illinois,71%,45%
Maine,65%,51%
South Dakota,81%,36%
Vermont,78%,38%
Nebraska,54%,63%
New Hampshire,45%,71%
Iowa,63%,54%
New Jersey,65%,51%
New York,64%,52%
Colorado,69%,48%
Florida,63%,54%
Hawaii,81%,36%
Arizona,65%,51%
District of Columbia,62%,55%
California,68%,49%
Nevada,68%,49%
Kansas,72%,44%
Arkansas,63%,54%
New Mexico,80%,37%
Michigan,68%,49%
Louisiana,72%,44%
Wisconsin,62%,55%
Tennessee,68%,49%
Oregon,60%,57%
Ohio,65%,51%
Maryland,64%,52%
Minnesota,56%,61%
Virginia,65%,51%
Oklahoma,58%,58%
Missouri,64%,52%
Washington,57%,60%
Georgia,61%,56%
South Carolina,70%,47%
Utah,56%,61%
Indiana,60%,57%
Delaware,76%,41%
North Carolina,63%,54%
Mississippi,62%,55%
Texas,61%,56%
Alabama,60%,57%
Wyoming,65%,51%
West Virginia,78%,38%
North Dakota,70%,47%
Montana,60%,57%
