Kategorie: Alle Kategorien

Region,Donald Trump: (15.05.16 bis 15.05.16),Hillary Clinton: (15.05.16 bis 15.05.16)
Montana,100%,20%
Kentucky,72%,48%
Utah,90%,30%
Maine,75%,44%
Connecticut,87%,32%
New Jersey,91%,28%
South Carolina,96%,24%
Virginia,86%,33%
District of Columbia,89%,31%
New York,84%,36%
Pennsylvania,90%,30%
Rhode Island,81%,38%
Maryland,91%,28%
California,86%,33%
Nevada,83%,37%
Idaho,86%,33%
Colorado,87%,32%
Wisconsin,100%,20%
New Hampshire,84%,36%
Iowa,77%,43%
Vermont,67%,53%
West Virginia,40%,79%
Oregon,73%,46%
Washington,84%,36%
Oklahoma,95%,25%
Michigan,89%,31%
Alabama,78%,42%
Arkansas,96%,24%
Florida,93%,26%
Ohio,89%,31%
Arizona,89%,31%
Georgia,90%,30%
Illinois,85%,34%
Texas,90%,30%
Alaska,61%,59%
Massachusetts,81%,38%
South Dakota,69%,50%
North Carolina,84%,36%
Missouri,79%,40%
Minnesota,91%,28%
Nebraska,86%,33%
Mississippi,79%,40%
Indiana,81%,38%
New Mexico,65%,55%
Delaware,77%,43%
Tennessee,80%,39%
Kansas,84%,36%
Louisiana,71%,49%
Wyoming,62%,57%
Hawaii,61%,59%
North Dakota,,
