Kategorie: Alle Kategorien

Region,Donald Trump: (28.04.16 bis 28.04.16),Hillary Clinton: (28.04.16 bis 28.04.16)
Indiana,90%,21%
Wyoming,63%,47%
Rhode Island,100%,11%
New Hampshire,98%,12%
Pennsylvania,82%,28%
Connecticut,77%,33%
Delaware,97%,13%
District of Columbia,75%,35%
Nevada,90%,21%
New Jersey,74%,36%
Wisconsin,88%,22%
Hawaii,84%,26%
California,84%,26%
Arizona,83%,27%
Maryland,70%,41%
Kentucky,94%,16%
Maine,78%,32%
Michigan,82%,28%
New York,75%,35%
Arkansas,78%,32%
Washington,77%,33%
West Virginia,92%,18%
Virginia,92%,18%
Massachusetts,81%,30%
Louisiana,85%,25%
Florida,81%,30%
Kansas,78%,32%
South Dakota,87%,23%
Georgia,85%,25%
Illinois,74%,36%
Missouri,75%,35%
Iowa,84%,26%
Nebraska,86%,24%
Alabama,86%,24%
Alaska,57%,53%
Texas,82%,28%
North Carolina,87%,23%
Oregon,80%,31%
Vermont,52%,58%
South Carolina,94%,16%
Montana,87%,23%
Colorado,74%,36%
Ohio,82%,28%
Minnesota,74%,36%
Tennessee,81%,30%
Idaho,83%,27%
Utah,81%,30%
North Dakota,71%,40%
Oklahoma,86%,24%
New Mexico,64%,46%
Mississippi,70%,41%
