Kategorie: Alle Kategorien

Region,Donald Trump: (27.08.16 bis 27.08.16),Hillary Clinton: (27.08.16 bis 27.08.16)
Rhode Island,88%,29%
Massachusetts,74%,43%
South Dakota,71%,45%
North Dakota,89%,28%
Connecticut,67%,50%
Wyoming,78%,38%
Vermont,74%,43%
New Jersey,69%,48%
New York,70%,47%
New Hampshire,60%,57%
Indiana,78%,38%
Arkansas,89%,28%
North Carolina,78%,38%
Pennsylvania,67%,50%
Arizona,72%,44%
Missouri,74%,43%
California,71%,45%
Georgia,75%,42%
Maine,44%,72%
District of Columbia,63%,54%
Nevada,70%,47%
Alabama,72%,44%
Louisiana,75%,42%
Florida,72%,44%
Utah,100%,17%
Hawaii,92%,24%
Oregon,62%,55%
Tennessee,74%,43%
Illinois,68%,49%
Virginia,65%,51%
Michigan,70%,47%
Washington,65%,51%
Maryland,68%,49%
Texas,75%,42%
Wisconsin,76%,41%
Minnesota,64%,52%
Alaska,68%,49%
Colorado,70%,47%
Montana,74%,43%
South Carolina,72%,44%
Ohio,63%,54%
Mississippi,47%,70%
Iowa,74%,43%
New Mexico,89%,28%
Kansas,63%,54%
West Virginia,43%,74%
Nebraska,54%,63%
Kentucky,72%,44%
Idaho,83%,34%
Delaware,78%,38%
Oklahoma,60%,57%
