Kategorie: Alle Kategorien

Region,Donald Trump: (09.05.16 bis 09.05.16),Hillary Clinton: (09.05.16 bis 09.05.16)
West Virginia,94%,23%
Delaware,97%,20%
Wyoming,92%,24%
District of Columbia,78%,38%
New Jersey,83%,34%
Indiana,94%,23%
Washington,80%,37%
Connecticut,91%,25%
Maine,65%,51%
New Hampshire,88%,29%
Kentucky,81%,36%
Nebraska,91%,25%
Pennsylvania,87%,30%
Rhode Island,91%,25%
South Dakota,68%,49%
Oklahoma,88%,29%
New York,82%,35%
Iowa,95%,22%
California,83%,34%
Virginia,77%,40%
Colorado,90%,27%
Missouri,87%,30%
Illinois,85%,31%
North Carolina,89%,28%
North Dakota,64%,52%
Kansas,81%,36%
Georgia,87%,30%
Arizona,96%,21%
Tennessee,91%,25%
Maryland,81%,36%
Michigan,80%,37%
Alabama,87%,30%
Utah,94%,23%
Texas,83%,34%
Arkansas,84%,32%
Nevada,88%,29%
Ohio,88%,29%
Vermont,60%,57%
Massachusetts,72%,44%
Minnesota,85%,31%
Oregon,78%,38%
Wisconsin,81%,36%
Florida,84%,32%
Louisiana,72%,44%
Hawaii,100%,17%
New Mexico,74%,43%
Idaho,82%,35%
South Carolina,70%,47%
Mississippi,95%,22%
Montana,60%,57%
Alaska,60%,57%
