Kategorie: Alle Kategorien

Region,Donald Trump: (20.07.16 bis 20.07.16),Hillary Clinton: (20.07.16 bis 20.07.16)
Delaware,92%,15%
New Jersey,89%,18%
Ohio,89%,18%
Louisiana,90%,17%
District of Columbia,81%,25%
Wyoming,93%,13%
Mississippi,93%,13%
Florida,86%,21%
West Virginia,95%,11%
Massachusetts,84%,22%
New York,86%,21%
Maryland,90%,17%
South Dakota,100%,7%
New Hampshire,82%,24%
Pennsylvania,84%,22%
Virginia,88%,19%
Kansas,82%,24%
North Dakota,80%,26%
Connecticut,84%,22%
Illinois,84%,22%
Georgia,84%,22%
Indiana,83%,23%
South Carolina,87%,20%
Michigan,86%,21%
Kentucky,89%,18%
Iowa,83%,23%
North Carolina,84%,22%
Rhode Island,76%,31%
Texas,87%,20%
Colorado,81%,25%
California,87%,20%
Alabama,84%,22%
Arizona,83%,23%
Tennessee,88%,19%
Missouri,84%,22%
Oklahoma,88%,19%
New Mexico,84%,22%
Arkansas,81%,25%
Washington,84%,22%
Wisconsin,84%,22%
Nevada,86%,21%
Minnesota,80%,26%
Montana,80%,26%
Hawaii,90%,17%
Nebraska,79%,27%
Utah,87%,20%
Oregon,83%,23%
Alaska,87%,20%
Idaho,90%,17%
Maine,80%,26%
Vermont,77%,30%
