Kategorie: Alle Kategorien

Region,Donald Trump: (11.08.16 bis 11.08.16),Hillary Clinton: (11.08.16 bis 11.08.16)
Florida,93%,45%
Connecticut,93%,45%
District of Columbia,80%,58%
Maine,95%,43%
New Hampshire,100%,38%
Rhode Island,65%,73%
New Jersey,90%,48%
Massachusetts,86%,52%
Pennsylvania,87%,51%
New York,81%,56%
Michigan,77%,61%
North Carolina,93%,45%
Wisconsin,80%,58%
Virginia,91%,47%
Arizona,81%,56%
Colorado,84%,54%
Ohio,77%,61%
California,87%,51%
Alabama,84%,54%
Missouri,76%,62%
Nevada,63%,75%
Washington,79%,59%
Utah,79%,59%
Tennessee,75%,63%
Nebraska,86%,52%
Alaska,70%,68%
Maryland,81%,56%
Oklahoma,61%,77%
Kentucky,68%,70%
Arkansas,81%,56%
Oregon,90%,48%
Georgia,84%,54%
New Mexico,91%,47%
South Carolina,91%,47%
Illinois,80%,58%
Mississippi,70%,68%
Montana,84%,54%
Iowa,80%,58%
Texas,83%,55%
Minnesota,77%,61%
Vermont,80%,58%
Louisiana,63%,75%
Wyoming,84%,54%
Indiana,76%,62%
Kansas,81%,56%
North Dakota,59%,79%
South Dakota,80%,58%
West Virginia,81%,56%
Hawaii,93%,45%
Idaho,65%,73%
Delaware,80%,58%
