Kategorie: Alle Kategorien

Region,Donald Trump: (06.05.16 bis 06.05.16),Hillary Clinton: (06.05.16 bis 06.05.16)
West Virginia,100%,13%
Washington,88%,25%
Oregon,87%,26%
Nebraska,93%,20%
Vermont,76%,37%
South Dakota,88%,25%
Indiana,80%,32%
Connecticut,88%,25%
Rhode Island,87%,26%
New Jersey,86%,27%
Wyoming,92%,21%
California,79%,34%
New York,81%,31%
District of Columbia,81%,31%
Montana,84%,29%
Pennsylvania,81%,31%
Alabama,87%,26%
New Hampshire,92%,21%
Kansas,87%,26%
Missouri,87%,26%
North Carolina,86%,27%
Massachusetts,80%,32%
Virginia,87%,26%
Tennessee,90%,22%
Iowa,86%,27%
Michigan,85%,28%
Delaware,72%,40%
Florida,81%,31%
Wisconsin,82%,30%
Louisiana,90%,22%
Illinois,78%,35%
Minnesota,79%,34%
Kentucky,80%,32%
Nevada,81%,31%
Arizona,95%,18%
Texas,85%,28%
South Carolina,87%,26%
Ohio,85%,28%
Georgia,87%,26%
Hawaii,68%,45%
Maryland,75%,38%
Arkansas,69%,44%
Utah,89%,23%
Mississippi,81%,31%
Oklahoma,80%,32%
Colorado,79%,34%
New Mexico,80%,32%
North Dakota,63%,50%
Maine,50%,63%
Idaho,63%,50%
Alaska,77%,36%
