Kategorie: Alle Kategorien

Region,Donald Trump: (27.01.16 bis 27.01.16),Hillary Clinton: (27.01.16 bis 27.01.16)
Iowa,81%,27%
Vermont,80%,28%
Wyoming,90%,18%
South Carolina,98%,9%
Oklahoma,92%,16%
Massachusetts,89%,19%
Rhode Island,86%,21%
Connecticut,85%,22%
New Jersey,85%,22%
New Hampshire,66%,42%
Nebraska,84%,23%
District of Columbia,83%,25%
Mississippi,100%,8%
Minnesota,90%,18%
Indiana,92%,16%
Pennsylvania,89%,19%
Illinois,95%,13%
North Carolina,93%,15%
Arizona,93%,15%
Montana,81%,27%
Florida,93%,15%
South Dakota,81%,27%
Alabama,82%,26%
Washington,88%,20%
New Mexico,96%,11%
Utah,97%,10%
Tennessee,92%,16%
Missouri,92%,16%
Georgia,84%,23%
New York,84%,23%
Michigan,85%,22%
Kansas,82%,26%
Louisiana,98%,9%
Ohio,90%,18%
Virginia,89%,19%
West Virginia,88%,20%
Wisconsin,90%,18%
Texas,89%,19%
Idaho,89%,19%
California,86%,21%
Kentucky,90%,18%
Colorado,89%,19%
Oregon,82%,26%
Maryland,86%,21%
North Dakota,86%,21%
Alaska,83%,25%
Delaware,75%,33%
Nevada,83%,25%
Maine,65%,43%
Arkansas,77%,31%
Hawaii,89%,19%
