Kategorie: Alle Kategorien

Region,Donald Trump: (15.06.16 bis 15.06.16),Hillary Clinton: (15.06.16 bis 15.06.16)
New Hampshire,77%,45%
Nevada,87%,35%
Georgia,92%,30%
Vermont,66%,56%
North Carolina,95%,28%
Rhode Island,100%,23%
New Jersey,88%,34%
Montana,81%,41%
Connecticut,80%,43%
Delaware,76%,46%
New York,83%,39%
Massachusetts,80%,43%
Iowa,77%,45%
California,85%,38%
Oregon,74%,49%
Washington,83%,39%
Texas,88%,34%
Illinois,85%,38%
Wyoming,62%,60%
Alabama,87%,35%
Colorado,77%,45%
Alaska,80%,43%
Virginia,79%,44%
Missouri,85%,38%
Ohio,90%,33%
Maryland,75%,48%
District of Columbia,72%,50%
Wisconsin,93%,29%
Louisiana,92%,30%
Arizona,81%,41%
Pennsylvania,87%,35%
Florida,86%,37%
Utah,93%,29%
Nebraska,88%,34%
Arkansas,86%,37%
Maine,90%,33%
New Mexico,79%,44%
Indiana,83%,39%
Minnesota,82%,40%
Kentucky,83%,39%
Tennessee,76%,46%
Michigan,75%,48%
Mississippi,92%,30%
South Carolina,79%,44%
West Virginia,79%,44%
Oklahoma,75%,48%
Hawaii,66%,56%
North Dakota,64%,59%
Kansas,60%,62%
South Dakota,50%,72%
Idaho,56%,66%
