Kategorie: Alle Kategorien

Region,Donald Trump: (02.06.16 bis 02.06.16),Hillary Clinton: (02.06.16 bis 02.06.16)
Montana,92%,39%
California,77%,53%
Oregon,76%,55%
New Hampshire,96%,35%
New Jersey,86%,44%
Vermont,67%,64%
Wyoming,76%,55%
Alaska,100%,31%
Tennessee,93%,38%
New York,81%,50%
District of Columbia,76%,55%
Nevada,80%,51%
Nebraska,93%,38%
South Carolina,98%,32%
Iowa,81%,50%
West Virginia,73%,57%
Washington,71%,60%
Delaware,39%,92%
North Dakota,82%,48%
Pennsylvania,96%,35%
Massachusetts,78%,52%
Florida,85%,46%
Connecticut,72%,59%
Oklahoma,75%,56%
Ohio,86%,44%
Rhode Island,67%,64%
Kentucky,85%,46%
Virginia,80%,51%
Illinois,76%,55%
Georgia,89%,42%
New Mexico,63%,68%
Indiana,71%,60%
Alabama,88%,43%
Minnesota,68%,63%
Wisconsin,90%,40%
Missouri,81%,50%
Hawaii,92%,39%
South Dakota,56%,75%
Arizona,78%,52%
Arkansas,93%,38%
North Carolina,76%,55%
Michigan,77%,53%
Texas,84%,47%
Colorado,76%,55%
Maryland,75%,56%
Louisiana,56%,75%
Maine,60%,71%
Kansas,80%,51%
Idaho,82%,48%
Mississippi,59%,72%
Utah,67%,64%
