Kategorie: Alle Kategorien

Region,Donald Trump: (08.10.16 bis 08.10.16),Hillary Clinton: (08.10.16 bis 08.10.16)
Rhode Island,95%,14%
Maryland,96%,13%
Pennsylvania,92%,17%
New Jersey,90%,19%
New York,91%,18%
Colorado,94%,15%
District of Columbia,92%,17%
Connecticut,91%,18%
Minnesota,91%,18%
Delaware,90%,19%
Massachusetts,92%,17%
Indiana,90%,19%
Utah,95%,14%
Wisconsin,90%,19%
California,93%,16%
Virginia,92%,17%
Ohio,90%,19%
Illinois,92%,17%
Michigan,90%,19%
Maine,87%,21%
Florida,91%,18%
Nebraska,91%,18%
Alabama,92%,17%
Georgia,95%,14%
Arizona,89%,20%
Kentucky,91%,18%
Tennessee,92%,17%
Missouri,90%,19%
Washington,90%,19%
Wyoming,100%,9%
West Virginia,84%,25%
Alaska,87%,21%
Louisiana,87%,21%
Mississippi,92%,17%
South Carolina,92%,17%
Nevada,92%,17%
Iowa,93%,16%
Oklahoma,91%,18%
Texas,92%,17%
New Hampshire,79%,30%
North Carolina,89%,20%
North Dakota,95%,14%
New Mexico,86%,23%
Oregon,90%,19%
Hawaii,91%,18%
Montana,89%,20%
Kansas,89%,20%
Vermont,86%,23%
Idaho,87%,21%
South Dakota,85%,24%
Arkansas,81%,28%
