Kategorie: Alle Kategorien

Region,Donald Trump: (14.04.16 bis 14.04.16),Hillary Clinton: (14.04.16 bis 14.04.16)
Connecticut,85%,31%
Pennsylvania,85%,31%
New York,78%,38%
Vermont,40%,77%
New Mexico,89%,28%
New Jersey,77%,40%
Wisconsin,83%,34%
Tennessee,94%,23%
District of Columbia,75%,42%
Oregon,74%,43%
Arizona,88%,29%
Rhode Island,69%,48%
New Hampshire,68%,49%
West Virginia,100%,17%
Oklahoma,94%,23%
Washington,78%,38%
Massachusetts,77%,40%
South Dakota,54%,63%
Virginia,82%,35%
Missouri,88%,29%
Colorado,81%,36%
Michigan,90%,27%
Mississippi,89%,28%
California,80%,37%
Utah,77%,40%
Louisiana,96%,21%
Montana,92%,24%
Idaho,82%,35%
North Carolina,83%,34%
Iowa,83%,34%
Illinois,78%,38%
Maryland,78%,38%
Arkansas,77%,40%
Nevada,92%,24%
Nebraska,98%,18%
Ohio,81%,36%
Kentucky,92%,24%
Minnesota,87%,30%
Florida,81%,36%
Maine,74%,43%
Georgia,83%,34%
Texas,83%,34%
Indiana,82%,35%
South Carolina,76%,41%
North Dakota,80%,37%
Delaware,52%,64%
Hawaii,68%,49%
Alabama,81%,36%
Kansas,80%,37%
Wyoming,58%,58%
Alaska,60%,57%
