Kategorie: Alle Kategorien

Region,Donald Trump: (05.08.16 bis 05.08.16),Hillary Clinton: (05.08.16 bis 05.08.16)
North Dakota,98%,34%
New Jersey,96%,37%
Rhode Island,100%,33%
Maryland,89%,44%
Massachusetts,94%,38%
Ohio,85%,48%
Iowa,85%,48%
Pennsylvania,89%,44%
District of Columbia,77%,56%
Minnesota,81%,52%
New York,88%,45%
Hawaii,85%,48%
California,86%,46%
North Carolina,90%,42%
Vermont,57%,76%
Georgia,88%,45%
New Hampshire,84%,49%
Wisconsin,98%,34%
Arizona,82%,50%
South Carolina,90%,42%
Arkansas,86%,46%
Indiana,93%,40%
Florida,88%,45%
Missouri,82%,50%
Colorado,78%,54%
Kansas,74%,58%
Texas,92%,41%
Michigan,81%,52%
Mississippi,92%,41%
Illinois,84%,49%
New Mexico,92%,41%
Connecticut,94%,38%
Washington,77%,56%
Delaware,81%,52%
Nevada,88%,45%
Kentucky,78%,54%
Alabama,77%,56%
West Virginia,54%,78%
Nebraska,90%,42%
Montana,53%,80%
Maine,68%,65%
Virginia,78%,54%
Wyoming,90%,42%
Louisiana,77%,56%
Alaska,68%,65%
Tennessee,70%,62%
Utah,82%,50%
Oregon,80%,53%
Oklahoma,89%,44%
Idaho,72%,61%
South Dakota,68%,65%
