Kategorie: Alle Kategorien

Region,Donald Trump: (05.11.16 bis 05.11.16),Hillary Clinton: (05.11.16 bis 05.11.16)
West Virginia,49%,100%
Rhode Island,58%,91%
District of Columbia,67%,82%
Pennsylvania,70%,79%
Minnesota,64%,85%
Florida,68%,80%
Iowa,71%,77%
New Jersey,68%,80%
Nevada,88%,61%
Massachusetts,61%,88%
North Dakota,67%,82%
Connecticut,70%,79%
Vermont,62%,86%
Delaware,71%,77%
New Hampshire,71%,77%
Michigan,67%,82%
Ohio,70%,79%
New York,73%,76%
Kentucky,79%,70%
New Mexico,58%,91%
Arizona,65%,83%
South Dakota,58%,91%
Idaho,53%,95%
North Carolina,70%,79%
Nebraska,76%,73%
Colorado,68%,80%
Kansas,61%,88%
Tennessee,68%,80%
South Carolina,62%,86%
Oklahoma,61%,88%
Louisiana,67%,82%
Alaska,55%,94%
Maryland,74%,74%
Virginia,67%,82%
Washington,73%,76%
California,71%,77%
Missouri,68%,80%
Maine,68%,80%
Wyoming,59%,89%
Illinois,67%,82%
Indiana,77%,71%
Hawaii,73%,76%
Arkansas,62%,86%
Mississippi,80%,68%
Georgia,68%,80%
Oregon,70%,79%
Wisconsin,80%,68%
Utah,64%,85%
Alabama,73%,76%
Texas,64%,85%
Montana,74%,74%
