Kategorie: Alle Kategorien

Region,Donald Trump: (31.07.16 bis 31.07.16),Hillary Clinton: (31.07.16 bis 31.07.16)
North Dakota,97%,32%
Montana,83%,46%
Vermont,71%,58%
Pennsylvania,76%,53%
Connecticut,87%,42%
New Hampshire,70%,59%
New Jersey,75%,54%
New Mexico,100%,29%
New York,75%,54%
Delaware,67%,62%
Maine,49%,80%
Maryland,74%,55%
Massachusetts,70%,59%
Missouri,81%,48%
South Dakota,84%,45%
Rhode Island,75%,54%
Ohio,61%,68%
Mississippi,89%,40%
Washington,74%,55%
Arizona,83%,46%
Kansas,84%,45%
District of Columbia,80%,49%
Wisconsin,79%,50%
Louisiana,79%,50%
California,74%,55%
Florida,79%,50%
Nebraska,70%,59%
Minnesota,68%,61%
Virginia,72%,57%
Colorado,70%,59%
Illinois,71%,58%
Iowa,87%,42%
Tennessee,77%,51%
Hawaii,74%,55%
Wyoming,64%,64%
South Carolina,77%,51%
North Carolina,70%,59%
Oklahoma,81%,48%
Georgia,71%,58%
Texas,74%,55%
Oregon,67%,62%
Nevada,74%,55%
Indiana,68%,61%
Michigan,70%,59%
Arkansas,40%,89%
Kentucky,71%,58%
Alabama,66%,63%
Utah,68%,61%
West Virginia,58%,71%
Alaska,58%,71%
Idaho,35%,94%
