Kategorie: Alle Kategorien

Region,Donald Trump: (20.08.16 bis 20.08.16),Hillary Clinton: (20.08.16 bis 20.08.16)
New Hampshire,96%,25%
Vermont,96%,25%
Washington,89%,32%
South Dakota,79%,42%
District of Columbia,90%,31%
Massachusetts,82%,39%
Montana,82%,39%
Delaware,69%,52%
Nevada,93%,28%
Pennsylvania,79%,42%
Maryland,80%,41%
Connecticut,73%,48%
North Dakota,74%,47%
Minnesota,80%,41%
Mississippi,85%,36%
California,89%,32%
Maine,82%,39%
New York,86%,35%
Florida,87%,34%
Wyoming,62%,59%
Georgia,87%,34%
Arkansas,81%,40%
Alabama,76%,45%
Colorado,80%,41%
Rhode Island,85%,36%
South Carolina,84%,37%
Ohio,78%,43%
Oklahoma,96%,25%
Indiana,84%,37%
Hawaii,100%,21%
Virginia,84%,37%
Louisiana,79%,42%
Michigan,81%,40%
New Jersey,89%,32%
North Carolina,79%,42%
Missouri,82%,39%
Kentucky,81%,40%
Tennessee,79%,42%
Texas,87%,34%
Nebraska,82%,39%
Oregon,78%,43%
Illinois,80%,41%
West Virginia,74%,47%
Wisconsin,75%,46%
New Mexico,91%,30%
Arizona,86%,35%
Kansas,100%,21%
Alaska,63%,58%
Iowa,82%,39%
Utah,78%,43%
Idaho,79%,42%
