Kategorie: Alle Kategorien

Region,Donald Trump: (14.06.16 bis 14.06.16),Hillary Clinton: (14.06.16 bis 14.06.16)
South Dakota,86%,28%
District of Columbia,80%,34%
New Jersey,83%,31%
New York,81%,33%
Virginia,85%,29%
Rhode Island,89%,25%
Massachusetts,87%,27%
North Carolina,82%,32%
Montana,73%,41%
Nevada,89%,25%
Connecticut,77%,37%
Pennsylvania,86%,28%
Wyoming,87%,27%
Hawaii,86%,28%
Vermont,44%,70%
Michigan,88%,26%
Kansas,85%,29%
Alabama,85%,29%
Louisiana,80%,34%
North Dakota,75%,39%
Oregon,79%,35%
California,82%,32%
New Hampshire,62%,52%
Tennessee,81%,33%
Washington,75%,39%
Florida,80%,34%
Georgia,82%,32%
Idaho,86%,28%
Arizona,88%,26%
Illinois,78%,36%
Minnesota,78%,36%
Iowa,72%,42%
Maryland,79%,35%
Missouri,74%,40%
Colorado,86%,28%
South Carolina,77%,37%
Mississippi,82%,32%
Arkansas,80%,34%
Ohio,78%,36%
Texas,80%,34%
West Virginia,100%,14%
Indiana,73%,41%
Nebraska,77%,37%
Kentucky,71%,43%
Oklahoma,94%,20%
Maine,85%,29%
Alaska,47%,67%
New Mexico,68%,45%
Utah,67%,47%
Delaware,63%,51%
Wisconsin,81%,33%
